time,cpu_frequency,cpu_usage,sda_usage,active_power,power_time
20260312163559,2000,0.7603,0.0066,25.505742754,20260312163559
20260312163641,2000,0.7603,0.0066,28.650845009,20260312163649
20260312163726,2000,0.7603,0.0066,27.318836209,20260312163729
20260312163809,2000,0.7602,0.0066,26.990932566,20260312163809
20260312163851,2000,0.7602,0.0066,29.158017712000003,20260312163859
20260312163934,2000,0.7602,0.0066,27.788559105000004,20260312163939
20260312164018,2000,0.7602,0.0066,27.951937231000002,20260312164019
20260312164102,2000,0.7602,0.0066,25.218687956,20260312164109
20260312164144,2000,0.7602,0.0066,26.896760234000002,20260312164149
20260312164227,2000,0.7602,0.0066,28.883437556,20260312164229
20260312164309,2000,0.7602,0.0066,27.189482971,20260312164309
20260312164352,2000,0.7601,0.0066,30.297144046,20260312164359
20260312164435,2000,0.7601,0.0066,29.057038677000005,20260312164439
20260312164517,2000,0.7601,0.0066,27.512848811999998,20260312164519
20260312164600,2000,0.7601,0.0066,27.754516963,20260312164609
20260312164643,2000,0.7601,0.0066,28.785866186,20260312164649
20260312164725,2000,0.7601,0.0066,29.617526240000004,20260312164729
20260312164809,2000,0.7601,0.0066,25.331020123000002,20260312164809
20260312164853,2000,0.7601,0.0066,28.720059430000003,20260312164859
20260312164935,2000,0.7601,0.0066,27.368752031000003,20260312164939
20260312165101,2000,0.76,0.0066,29.443933746000003,20260312165109
20260312165144,2000,0.76,0.0066,27.924710419,20260312165149
20260312165227,2000,0.76,0.0066,26.393003823,20260312165229
20260312165310,2000,0.76,0.0066,28.858479645,20260312165319
20260312165352,2000,0.76,0.0066,29.903442274,20260312165359
20260312165435,2000,0.76,0.0066,29.457547152000004,20260312165439
20260312165518,2000,0.76,0.0066,28.315004526,20260312165519
20260312165601,2000,0.7599,0.0066,29.254450318,20260312165609
20260312165728,2400,0.7599,0.0066,35.24966319,20260312165729
20260312165825,2400,0.7599,0.0066,31.875376053000004,20260312165829
20260312165902,2400,0.7599,0.0066,27.120277177,20260312165908
20260312165940,2400,0.7599,0.0066,22.176833636999998,20260312165949
20260312170057,2400,0.7599,0.0066,27.704592513999998,20260312170059
20260312170135,2400,0.7599,0.0066,32.069388656,20260312170139
20260312170215,2400,0.7599,0.0066,30.480950908,20260312170219
20260312170254,2400,0.7598,0.0066,27.816916054,20260312170259
20260312170332,2400,0.7598,0.0066,32.230506508,20260312170339
20260312170411,2400,0.7598,0.0066,33.770149944,20260312170419
20260312170451,2400,0.7598,0.0066,25.596516048,20260312170459
20260312170529,2400,0.7598,0.0066,24.929372884000003,20260312170529
20260312170609,2400,0.7598,0.0066,27.419815244,20260312170609
20260312170646,2400,0.7598,0.0066,31.298997556,20260312170649
20260312170723,2400,0.7598,0.0066,31.532720240000003,20260312170729
20260312170801,2400,0.7598,0.0066,29.456417015,20260312170809
20260312170839,2400,0.7598,0.0066,31.103846189000002,20260312170839
20260312170919,2400,0.7598,0.0066,25.098427576000002,20260312170919
20260312170958,2400,0.7598,0.0066,31.242266404000002,20260312170959
20260312171037,2400,0.7598,0.0066,30.437841789,20260312171039
20260312171115,2400,0.7598,0.0066,30.787295678,20260312171119
20260312171154,2400,0.7597,0.0066,26.493982858000003,20260312171159
20260312171233,2400,0.7597,0.0066,31.412459860000002,20260312171239
20260312171313,2400,0.7597,0.0066,32.577691496,20260312171319
20260312171353,2400,0.7597,0.0066,31.129942864,20260312171359
20260312171430,2400,0.7597,0.0066,26.218272565,20260312171439
20260312171508,2400,0.7597,0.0066,25.691818517,20260312171509
20260312171547,2400,0.7597,0.0066,27.346063021,20260312171549
20260312171626,2400,0.7597,0.0066,31.065274872000003,20260312171629
20260312171704,2400,0.7597,0.0066,28.064260771,20260312171709
20260312171744,2400,0.7597,0.0066,32.564078089999995,20260312171749
20260312171821,2400,0.7597,0.0066,32.385939167000004,20260312171829
20260312171858,2400,0.7597,0.0066,27.400525272,20260312171859
20260312171937,2400,0.7597,0.0066,31.569031283000005,20260312171939
20260312172015,2400,0.7597,0.0066,31.583783453000002,20260312172019
20260312172053,2400,0.7597,0.0066,32.001312999,20260312172059
20260312172131,2400,0.7597,0.0066,30.850833533,20260312172139
20260312172209,2400,0.7596,0.0067,27.804441412,20260312172209
20260312172247,2400,0.7596,0.0067,26.988663665,20260312172249
20260312172324,2400,0.7596,0.0067,30.151917128,20260312172329
20260312172403,2400,0.7596,0.0067,32.851124261,20260312172409
20260312172440,2400,0.7596,0.0067,28.325218894,20260312172449
20260312172517,2400,0.7596,0.0067,30.814522489999998,20260312172519
20260312172555,2400,0.7596,0.0067,31.918485172,20260312172559
20260312172633,2400,0.7596,0.0067,29.087664527,20260312172639
20260312172713,2400,0.7596,0.0067,25.581763878,20260312172719
20260312172751,2400,0.7596,0.0067,32.373464525,20260312172759
